 |                         fit_name |       quality |   chisq/nDoF                 |
 |      c__24,10_24,24__32,11_32,22 |        2.0168 |   29.80/(  22 -  1) =   1.42 | F=-7.86(1301)*10^-3
 |       c__24,12_24,23__32,2_32,16 |        2.0144 |   31.23/(  23 -  1) =   1.42 | F=-1.06(106)*10^-2
 |        c__24,8_24,24__32,6_32,18 |        2.0123 |   35.44/(  26 -  1) =   1.42 | F=-1.57(100)*10^-2
 |      c__24,10_24,24__32,11_32,15 |        2.0101 |   21.09/(  16 -  1) =   1.41 | F=-1.36(151)*10^-2
 |      c2__24,10_24,24__32,2_32,26 |        1.9994 |   40.99/(  34 -  5) =   1.41 | F=-1.35(84)*10^-2; dmf=8.810(7987); Ff=3.88(3134)*10^1; dmi=1.137(434); Fi=-0.440(439)
 |      c__24,12_24,24__32,24_32,31 |        1.9974 |   21.12/(  16 -  1) =   1.41 | F=3.65(212)*10^-2
 |        c__24,8_24,24__32,8_32,22 |        1.9948 |   36.87/(  27 -  1) =   1.42 | F=-1.18(88)*10^-2
 |      c2__24,12_24,23__32,2_32,30 |        1.9922 |   41.01/(  34 -  5) =   1.41 | F=8.19(1118)*10^-3; dmf=0.206(96); Ff=-6.34(269)*10^-2; dmi=0.705(427); Fi=-0.106(88)
 |        c__24,8_24,24__32,7_32,18 |        1.9815 |   34.12/(  25 -  1) =   1.42 | F=-1.40(101)*10^-2
 |       c__24,8_24,24__32,18_32,24 |        1.9807 |   27.02/(  20 -  1) =   1.42 | F=-1.55(113)*10^-2
 |      c2__24,12_24,23__32,3_32,30 |        1.9645 |   39.71/(  33 -  5) =   1.42 | F=9.64(1147)*10^-3; dmf=0.187(88); Ff=-6.60(284)*10^-2; dmi=1.962(1214); Fi=-1.20(551)*10^1
 |       c__24,8_24,24__32,16_32,20 |        1.9539 |   22.70/(  17 -  1) =   1.42 | F=-1.58(124)*10^-2
 |      c2__24,12_24,23__32,5_32,26 |        1.9405 |   34.22/(  29 -  5) =   1.43 | F=-7.679(115); dmf=0.463(369); Ff=-4.12(288)*10^-2; dmi=2.42(209)*10^-4; Fi=7.709(115)
 |      c__24,13_24,24__32,18_32,29 |        1.9372 |   25.67/(  19 -  1) =   1.43 | F=8.80(1706)*10^-3
 |     c2__24,12_24,23__32,13_32,29 |        1.9233 |   25.70/(  23 -  5) =   1.43 | F=5.85(1354)*10^-3; dmf=2.301(22); Ff=-0.111(383); dmi=3.403(386); Fi=-5.60(382)*10^1
 |       c__24,8_24,24__32,26_32,30 |        1.9223 |   22.77/(  17 -  1) =   1.42 | F=-2.00(135)*10^-2
 |      c2__24,8_24,24__32,10_32,25 |        1.9199 |   32.86/(  28 -  5) =   1.43 | F=6.28(984)*10^-2; dmf=9.184(8719); Ff=4.24(3743)*10^1; dmi=5.44(929)*10^-2; Fi=-9.96(861)*10^-2
 |        c__24,8_24,24__32,8_32,23 |        1.9198 |   38.44/(  28 -  1) =   1.42 | F=-1.35(87)*10^-2
 |      c__24,10_24,24__32,21_32,26 |        1.9186 |   22.77/(  17 -  1) =   1.42 | F=-7.41(1394)*10^-3
 |      c__24,10_24,24__32,11_32,25 |        1.9113 |   34.29/(  25 -  1) =   1.43 | F=-8.09(1258)*10^-3
 |      c2__24,12_24,23__32,1_32,27 |        1.8885 |   41.28/(  34 -  5) =   1.42 | F=2.07(107)*10^-2; dmf=0.222(85); Ff=-9.70(220)*10^-2; dmi=0.337(247); Fi=-2.62(136)*10^-2
 |     c2__24,13_24,24__32,11_32,27 |        1.8795 |   27.25/(  24 -  5) =   1.43 | F=-2.70(2)*10^1; dmf=8.543(3759); Ff=3.65(1373)*10^1; dmi=6.76(780)*10^-5; Fi=2.70(2)*10^1
 |     c2__24,12_24,23__32,13_32,27 |        1.8789 |   24.34/(  22 -  5) =   1.43 | F=2.73(14364)*10^-4; dmf=2.301(22); Ff=-0.103(383); dmi=3.353(392); Fi=-5.66(388)*10^1
 |      c__24,13_24,24__32,25_32,32 |        1.8633 |   19.91/(  15 -  1) =   1.42 | F=3.70(220)*10^-2
 |      c__24,10_24,24__32,22_32,26 |         1.861 |   21.42/(  16 -  1) =   1.43 | F=-8.55(1531505)*10^-6
 |       c__24,8_24,24__32,10_32,22 |        1.8604 |   34.42/(  25 -  1) =   1.43 | F=-1.52(94)*10^-2
 |       c__24,10_24,24__32,1_32,18 |        1.8421 |   40.02/(  29 -  1) =   1.43 | F=-1.88(82)*10^-2
 |        c__24,8_24,24__32,3_32,22 |        1.8368 |   44.15/(  32 -  1) =   1.42 | F=-1.94(71)*10^-2
 |       c__24,10_24,24__32,0_32,12 |        1.8364 |   33.07/(  24 -  1) =   1.44 | F=-2.31(90)*10^-2
 |     c2__24,13_24,24__32,13_32,31 |        1.8352 |   28.80/(  25 -  5) =   1.44 | F=1.05(201)*10^-2; dmf=6.416(7226); Ff=4.092(36548); dmi=0.393(585); Fi=1.278(10631)
 |     c2__24,12_24,24__32,11_32,30 |         1.832 |   31.67/(  27 -  5) =   1.44 | F=-1.46(2)*10^1; dmf=7.453(3764); Ff=1.20(451)*10^1; dmi=6.58(1290)*10^-5; Fi=1.46(2)*10^1
 |     c2__24,10_24,24__32,12_32,27 |        1.8291 |   30.25/(  26 -  5) =   1.44 | F=1.16(171)*10^-2; dmf=7.759(8576); Ff=1.29(1325)*10^1; dmi=0.582(208); Fi=-1.18(236)*10^1
 |      c__24,13_24,24__32,18_32,27 |        1.8284 |   24.46/(  18 -  1) =   1.44 | F=3.18(1781)*10^-3
 |      c__24,12_24,24__32,12_32,29 |        1.8283 |   34.50/(  25 -  1) =   1.44 | F=3.19(1335)*10^-3
 |      c__24,10_24,24__32,12_32,25 |        1.8258 |   33.10/(  24 -  1) =   1.44 | F=-5.55(1279)*10^-3
 |      c__24,12_24,23__32,11_32,32 |        1.8216 |   38.70/(  28 -  1) =   1.43 | F=9.16(1134)*10^-3
 |   csnk__24,10_24,24__32,13_32,27 |        1.8109 |   31.72/(  25 -  3) =   1.44 | F=-2.27(115)*10^-2; dmf=8.541(9129); Ff=2.58(2508)*10^1
 |       c__24,8_24,24__32,16_32,25 |        1.8045 |   30.31/(  22 -  1) =   1.44 | F=-1.01(106)*10^-2
 |      c__24,13_24,24__32,19_32,29 |        1.8035 |   24.52/(  18 -  1) =   1.44 | F=1.16(173)*10^-2
 |      c__24,13_24,24__32,19_32,27 |        1.7869 |   23.08/(  17 -  1) =   1.44 | F=5.74(1794)*10^-3
 |       c__24,8_24,24__32,10_32,24 |        1.7785 |   37.43/(  27 -  1) =   1.44 | F=-1.44(90)*10^-2
 |        c__24,8_24,24__32,3_32,23 |        1.7747 |   45.68/(  33 -  1) =   1.43 | F=-2.19(68)*10^-2
 |       c__24,12_24,23__32,6_32,26 |        1.7722 |   38.83/(  28 -  1) =   1.44 | F=7.52(914)*10^-3
 |     c2__24,12_24,23__32,12_32,31 |        1.7721 |   30.39/(  26 -  5) =   1.45 | F=1.23(123)*10^-2; dmf=4.660(1436); Ff=7.774(1998); dmi=3.288(1931); Fi=-1.18(2)*10^2
 |       c__24,8_24,24__32,17_32,21 |        1.7485 |   23.17/(  17 -  1) =   1.45 | F=-1.76(123)*10^-2
 |      c2__24,12_24,23__32,3_32,27 |        1.7471 |   38.90/(  32 -  5) =   1.44 | F=1.64(99)*10^-2; dmf=0.217(124); Ff=-7.45(281)*10^-2; dmi=3.164(1495); Fi=-8.09(4766)*10^2
 |       c__24,10_24,24__32,9_32,16 |        1.7432 |   26.13/(  19 -  1) =   1.45 | F=-7.70(1481)*10^-3
 |      c__24,10_24,24__32,10_32,17 |        1.7339 |   26.15/(  19 -  1) =   1.45 | F=-9.40(1452)*10^-3
 |     c2__24,12_24,23__32,13_32,31 |        1.7336 |   29.06/(  25 -  5) =   1.45 | F=1.88(147)*10^-2; dmf=7.290(1979); Ff=1.19(2)*10^2; dmi=1.973(142); Fi=-1.66(0)*10^8
 |    csrc__24,13_24,24__32,1_32,25 |        1.7312 |   41.70/(  32 -  3) =   1.44 | F=1.10(92)*10^-2; dmi=0.540(208); Fi=-4.85(111)*10^-2
 |     c2__24,10_24,24__32,10_32,29 |        1.7311 |   34.75/(  29 -  5) =   1.45 | F=8.29(14783)*10^-4; dmf=6.751(7624); Ff=3.974(42964); dmi=0.603(234); Fi=-1.18(268)*10^1
 |      c__24,13_24,24__32,19_32,30 |        1.7302 |   26.16/(  19 -  1) =   1.45 | F=9.54(1718)*10^-3
 |      c2__24,13_24,24__32,4_32,26 |        1.7299 |   36.16/(  30 -  5) =   1.45 | F=-2.93(1)*10^1; dmf=1.01(39)*10^1; Ff=1.58(622)*10^2; dmi=9.17(441)*10^-5; Fi=2.93(1)*10^1
 |        c__24,8_24,24__32,6_32,21 |        1.7258 |   38.96/(  28 -  1) =   1.44 | F=-1.47(94)*10^-2
 |      c__24,12_24,23__32,12_32,32 |        1.7183 |   37.59/(  27 -  1) =   1.45 | F=1.33(120)*10^-2
 |      c__24,12_24,24__32,21_32,31 |        1.7128 |   26.21/(  19 -  1) =   1.46 | F=3.75(161)*10^-2
 |      c__24,10_24,24__32,11_32,18 |        1.7089 |   26.22/(  19 -  1) =   1.46 | F=-8.79(1433)*10^-3
 |      c2__24,12_24,24__32,5_32,26 |        1.6957 |   36.25/(  30 -  5) =   1.45 | F=-1.07(1)*10^1; dmf=8.980(3937); Ff=5.15(2027)*10^1; dmi=2.68(127)*10^-4; Fi=1.08(1)*10^1
 |        c__24,8_24,24__32,4_32,18 |        1.6926 |   39.05/(  28 -  1) =   1.45 | F=-2.24(84)*10^-2
 |        c__24,8_24,24__32,8_32,18 |        1.6881 |   33.46/(  24 -  1) =   1.45 | F=-1.53(102)*10^-2
 |        c__24,10_24,24__32,0_32,7 |        1.6833 |   26.28/(  19 -  1) =   1.46 | F=-5.89(1403)*10^-3
 |      c__24,10_24,24__32,12_32,22 |        1.6823 |   29.19/(  21 -  1) =   1.46 | F=-6.18(1319)*10^-3
 |       c__24,12_24,23__32,4_32,31 |        1.6732 |   45.97/(  33 -  1) =   1.44 | F=-1.96(880)*10^-3
 |       c__24,8_24,24__32,18_32,22 |        1.6652 |   24.86/(  18 -  1) =   1.46 | F=-2.08(121)*10^-2
 |       c__24,10_24,24__32,5_32,25 |        1.6545 |   43.30/(  31 -  1) =   1.44 | F=6.41(890)*10^-3
 |        c__24,8_24,24__32,3_32,17 |         1.646 |   39.18/(  28 -  1) =   1.45 | F=-2.35(86)*10^-2
 |      c2__24,12_24,23__32,0_32,27 |        1.6448 |   43.33/(  35 -  5) =   1.44 | F=1.61(81)*10^-2; dmf=0.224(76); Ff=-0.101(22); dmi=1.365(509); Fi=-5.21(145)*10^-2
 |       c2__24,8_24,24__32,5_32,25 |        1.6436 |   40.58/(  33 -  5) =   1.45 | F=-2.26(742)*10^-3; dmf=9.594(8077); Ff=7.33(5953)*10^1; dmi=1.023(678); Fi=3.911(14664)
 |      c__24,13_24,24__32,22_32,31 |        1.6415 |   23.43/(  17 -  1) =   1.46 | F=5.26(191)*10^-2
 |        c__24,8_24,24__32,8_32,21 |        1.6387 |   36.41/(  26 -  1) =   1.46 | F=-1.46(98)*10^-2
 |      c__24,10_24,24__32,19_32,26 |        1.6365 |   26.40/(  19 -  1) =   1.47 | F=-1.50(129)*10^-2
 |      c__24,12_24,24__32,23_32,31 |        1.6346 |   23.45/(  17 -  1) =   1.47 | F=4.85(197)*10^-2
 |       c__24,8_24,24__32,15_32,20 |        1.6175 |   24.98/(  18 -  1) =   1.47 | F=-1.27(122)*10^-2
 |        c__24,8_24,24__32,9_32,24 |        1.6136 |   39.28/(  28 -  1) =   1.45 | F=-1.04(85)*10^-2
 |        c__24,8_24,24__32,6_32,20 |        1.6095 |   37.90/(  27 -  1) =   1.46 | F=-1.21(97)*10^-2
 |      c__24,10_24,24__32,14_32,27 |        1.6025 |   33.70/(  24 -  1) =   1.47 | F=-2.39(115)*10^-2
 |      c2__24,8_24,24__32,12_32,25 |        1.6005 |   30.85/(  26 -  5) =   1.47 | F=6.55(905)*10^-2; dmf=9.072(9746); Ff=4.38(4616)*10^1; dmi=5.82(931)*10^-2; Fi=-0.102(79)
 |       c__24,12_24,23__32,5_32,26 |        1.5973 |   40.71/(  29 -  1) =   1.45 | F=6.98(913)*10^-3
 |       c2__24,8_24,24__32,8_32,25 |        1.5955 |   36.54/(  30 -  5) =   1.46 | F=-1.72(111)*10^-2; dmf=5.66(6)*10^1; Ff=1.69(59)*10^22; dmi=6.657(66); Fi=2.13(37)*10^23
 |      c__24,12_24,23__32,19_32,31 |         1.595 |   27.97/(  20 -  1) =   1.47 | F=1.54(134)*10^-2
 |      c__24,12_24,23__32,20_32,31 |        1.5942 |   26.51/(  19 -  1) =   1.47 | F=2.66(163)*10^-2
 |      c__24,10_24,24__32,11_32,21 |         1.594 |   29.43/(  21 -  1) =   1.47 | F=-9.55(1330)*10^-3
 |      c2__24,8_24,24__32,11_32,25 |        1.5887 |   32.31/(  27 -  5) =   1.47 | F=6.65(838)*10^-2; dmf=9.220(9632); Ff=4.80(4810)*10^1; dmi=6.10(865)*10^-2; Fi=-0.110(73)
 |        c__24,8_24,24__32,5_32,18 |         1.586 |   37.97/(  27 -  1) =   1.46 | F=-1.68(100)*10^-2
 |        c__24,8_24,24__32,7_32,21 |         1.585 |   37.97/(  27 -  1) =   1.46 | F=-1.25(96)*10^-2
 |       c__24,12_24,24__32,0_32,18 |        1.5832 |   39.37/(  28 -  1) =   1.46 | F=-2.77(69)*10^-2
 |      c__24,10_24,24__32,10_32,20 |        1.5785 |   29.47/(  21 -  1) =   1.47 | F=-8.51(1429)*10^-3
 |       c__24,8_24,24__32,11_32,22 |        1.5722 |   33.78/(  24 -  1) =   1.47 | F=-1.55(94)*10^-2
 |        c__24,8_24,24__32,5_32,23 |        1.5685 |   43.56/(  31 -  1) =   1.45 | F=-1.41(87)*10^-2
 |      c2__24,10_24,24__32,3_32,29 |        1.5566 |   43.59/(  35 -  5) =   1.45 | F=-1.81(79)*10^-2; dmf=8.462(7849); Ff=2.62(2081)*10^1; dmi=3.005(1097); Fi=-8.02(3455)*10^2
 |       c__24,8_24,24__32,11_32,24 |        1.5428 |   36.69/(  26 -  1) =   1.47 | F=-1.45(90)*10^-2
 |        c__24,10_24,24__32,0_32,8 |        1.5394 |   28.13/(  20 -  1) =   1.48 | F=-9.78(1374)*10^-3
 |       c__24,8_24,24__32,12_32,24 |        1.5321 |   35.32/(  25 -  1) =   1.47 | F=-1.13(94)*10^-2
 |      c__24,12_24,23__32,10_32,26 |        1.5288 |   33.91/(  24 -  1) =   1.47 | F=-6.54(1297)*10^-3
 |       c__24,8_24,24__32,10_32,15 |        1.5222 |   26.71/(  19 -  1) =   1.48 | F=-2.30(125)*10^-2
 |       c__24,8_24,24__32,10_32,23 |        1.5166 |   36.77/(  26 -  1) =   1.47 | F=-1.65(94)*10^-2
 |       c__24,12_24,24__32,1_32,22 |          1.51 |   42.36/(  30 -  1) =   1.46 | F=-1.64(79)*10^-2
 |      c__24,13_24,24__32,24_32,31 |        1.5094 |   20.76/(  15 -  1) =   1.48 | F=3.97(219)*10^-2
 |      c__24,10_24,24__32,12_32,17 |        1.5027 |   23.80/(  17 -  1) =   1.49 | F=-5.78(1478)*10^-3
 |        c__24,8_24,24__32,9_32,22 |        1.4948 |   36.84/(  26 -  1) =   1.47 | F=-1.14(91)*10^-2
 |      c2__24,12_24,23__32,4_32,27 |        1.4923 |   38.25/(  31 -  5) =   1.47 | F=-1.967(103); dmf=0.267(162); Ff=-5.35(346)*10^-2; dmi=7.28(873)*10^-4; Fi=1.992(103)
 |        c__24,8_24,24__32,6_32,17 |        1.4917 |   35.44/(  25 -  1) =   1.48 | F=-1.59(103)*10^-2
 |        c__24,8_24,24__32,3_32,15 |        1.4847 |   36.87/(  26 -  1) =   1.47 | F=-2.75(96)*10^-2
 |       c__24,8_24,24__32,19_32,23 |        1.4705 |   25.38/(  18 -  1) =   1.49 | F=-2.10(121)*10^-2
 |        c__24,8_24,24__32,3_32,21 |        1.4668 |   43.88/(  31 -  1) =   1.46 | F=-2.09(77)*10^-2
 |       c__24,12_24,24__32,2_32,22 |        1.4658 |   41.12/(  29 -  1) =   1.47 | F=-1.24(86)*10^-2
 |        c__24,8_24,24__32,7_32,17 |        1.4657 |   34.10/(  24 -  1) =   1.48 | F=-1.44(104)*10^-2
 |      c2__24,12_24,23__32,6_32,26 |         1.464 |   34.11/(  28 -  5) =   1.48 | F=-2.46(1)*10^1; dmf=0.465(396); Ff=-3.76(307)*10^-2; dmi=7.32(653)*10^-5; Fi=2.47(1)*10^1
 |       c__24,10_24,24__32,1_32,17 |        1.4617 |   39.74/(  28 -  1) =   1.47 | F=-1.97(84)*10^-2
 |      c__24,13_24,24__32,27_32,32 |        1.4607 |   19.36/(  14 -  1) =   1.49 | F=3.79(220)*10^-2
 |      c2__24,12_24,24__32,2_32,26 |        1.4606 |   41.14/(  33 -  5) =   1.47 | F=6.95(810)*10^-3; dmf=9.260(8291); Ff=5.52(4616)*10^1; dmi=1.387(730); Fi=-0.577(1056)
 |      c__24,12_24,23__32,23_32,32 |         1.457 |   23.93/(  17 -  1) =   1.50 | F=5.07(197)*10^-2
 |      c2__24,12_24,23__32,3_32,31 |        1.4486 |   42.56/(  34 -  5) =   1.47 | F=8.31(1108)*10^-3; dmf=0.191(127); Ff=-3.49(215)*10^-2; dmi=2.622(1124); Fi=-1.89(827)*10^2
 |        c__24,8_24,24__32,5_32,22 |        1.4425 |   42.58/(  30 -  1) =   1.47 | F=-1.30(87)*10^-2
 |        c__24,8_24,24__32,9_32,23 |        1.4416 |   38.41/(  27 -  1) =   1.48 | F=-1.31(90)*10^-2
 |       c__24,8_24,24__32,10_32,18 |        1.4407 |   31.31/(  22 -  1) =   1.49 | F=-2.18(115)*10^-2
 |      c2__24,12_24,24__32,6_32,26 |        1.4405 |   35.60/(  29 -  5) =   1.48 | F=-6.48(1)*10^1; dmf=8.820(4579); Ff=4.17(1910)*10^1; dmi=3.93(218)*10^-5; Fi=6.49(1)*10^1
 |      c2__24,12_24,23__32,1_32,30 |        1.4364 |   43.98/(  35 -  5) =   1.47 | F=1.64(133)*10^-2; dmf=0.203(71); Ff=-9.11(228)*10^-2; dmi=0.300(212); Fi=-3.52(171)*10^-2
 |      c2__24,10_24,24__32,3_32,27 |        1.4351 |   42.61/(  34 -  5) =   1.47 | F=-1.91(79)*10^-2; dmf=1.36(82)*10^1; Ff=4.55(3721)*10^3; dmi=3.743(1157); Fi=-1.39(640)*10^4
 |       c__24,12_24,23__32,7_32,26 |        1.4348 |   38.43/(  27 -  1) =   1.48 | F=8.45(926)*10^-3
 |        c__24,8_24,24__32,4_32,22 |        1.4308 |   44.00/(  31 -  1) =   1.47 | F=-1.87(73)*10^-2
 |     csrc__24,8_24,24__32,2_32,25 |        1.4293 |   46.75/(  35 -  3) =   1.46 | F=-1.78(69)*10^-2; dmi=1.444(571); Fi=-0.924(1320)
 |       c__24,8_24,24__32,19_32,24 |        1.4253 |   26.99/(  19 -  1) =   1.50 | F=-1.56(113)*10^-2
 |       c__24,8_24,24__32,18_32,25 |        1.4185 |   29.93/(  21 -  1) =   1.50 | F=-9.22(1068)*10^-3
 |     c2__24,12_24,23__32,11_32,31 |        1.4165 |   32.82/(  27 -  5) =   1.49 | F=5.67(1242)*10^-3; dmf=1.236(1408); Ff=1.69(694)*10^-2; dmi=3.482(1938); Fi=-6.50(20)*10^1
 |       c__24,10_24,24__32,2_32,18 |        1.4159 |   39.89/(  28 -  1) =   1.48 | F=-1.77(87)*10^-2
 |      c__24,12_24,23__32,13_32,32 |        1.4123 |   37.10/(  26 -  1) =   1.48 | F=1.40(121)*10^-2
 |     c2__24,10_24,24__32,10_32,27 |        1.4077 |   34.28/(  28 -  5) =   1.49 | F=-1.97(1494)*10^-3; dmf=6.417(7272); Ff=2.786(27481); dmi=0.641(249); Fi=-1.67(406)*10^1
 |       c__24,8_24,24__32,16_32,26 |         1.407 |   32.85/(  23 -  1) =   1.49 | F=-1.76(95)*10^-2
 |       c__24,8_24,24__32,12_32,23 |        1.4036 |   34.29/(  24 -  1) =   1.49 | F=-1.37(97)*10^-2
 |       c__24,8_24,24__32,10_32,21 |        1.4025 |   34.30/(  24 -  1) =   1.49 | F=-1.68(105)*10^-2
 |        c__24,8_24,24__32,7_32,20 |        1.4002 |   37.14/(  26 -  1) =   1.49 | F=-1.05(99)*10^-2
 |       c__24,12_24,23__32,9_32,26 |         1.395 |   35.74/(  25 -  1) =   1.49 | F=-5.36(1294)*10^-3
 |    csrc__24,12_24,24__32,1_32,25 |        1.3866 |   44.15/(  33 -  3) =   1.47 | F=4.83(840)*10^-3; dmi=0.522(183); Fi=-5.25(107)*10^-2
 |      c2__24,13_24,24__32,5_32,26 |        1.3829 |   35.78/(  29 -  5) =   1.49 | F=-2.85(1)*10^1; dmf=8.496(4152); Ff=3.22(1339)*10^1; dmi=1.04(48)*10^-4; Fi=2.86(1)*10^1
 |      c__24,10_24,24__32,22_32,27 |        1.3817 |   24.15/(  17 -  1) =   1.51 | F=-3.24(1519)*10^-3
 |        c__24,8_24,24__32,3_32,13 |        1.3807 |   34.37/(  24 -  1) =   1.49 | F=-2.27(103)*10^-2
 |      c2__24,12_24,23__32,2_32,31 |        1.3801 |   44.17/(  35 -  5) =   1.47 | F=9.07(1176)*10^-3; dmf=0.215(146); Ff=-3.45(223)*10^-2; dmi=0.644(322); Fi=-0.133(76)
 |    csrc__24,12_24,24__32,0_32,25 |        1.3789 |   45.55/(  34 -  3) =   1.47 | F=5.66(852)*10^-3; dmi=0.439(135); Fi=-4.34(82)*10^-2
 |       c2__24,8_24,24__32,7_32,25 |        1.3748 |   38.63/(  31 -  5) =   1.49 | F=-7.74(935)*10^-3; dmf=1.12(119)*10^1; Ff=3.59(4696)*10^2; dmi=1.587(773); Fi=1.57(945)*10^3
 |       c__24,8_24,24__32,12_32,18 |        1.3657 |   28.64/(  20 -  1) =   1.51 | F=-1.97(116)*10^-2
 |      c__24,12_24,24__32,12_32,27 |        1.3619 |   34.43/(  24 -  1) =   1.50 | F=2.15(1391)*10^-3
 |        c__24,8_24,24__32,8_32,20 |        1.3584 |   35.86/(  25 -  1) =   1.49 | F=-1.27(101)*10^-2
 |     c2__24,12_24,23__32,12_32,29 |        1.3582 |   28.66/(  24 -  5) =   1.51 | F=5.95(1354)*10^-3; dmf=2.300(22); Ff=-6.14(3818)*10^-2; dmi=3.399(387); Fi=-5.59(382)*10^1
 |        c__24,8_24,24__32,4_32,23 |        1.3551 |   45.64/(  32 -  1) =   1.47 | F=-2.16(69)*10^-2
 |      c__24,12_24,24__32,13_32,31 |        1.3505 |   37.30/(  26 -  1) =   1.49 | F=1.65(120)*10^-2
 |       c__24,8_24,24__32,11_32,23 |        1.3347 |   35.94/(  25 -  1) =   1.50 | F=-1.68(94)*10^-2
 |      c__24,12_24,24__32,12_32,31 |        1.3307 |   38.78/(  27 -  1) =   1.49 | F=1.53(120)*10^-2
 |        c__24,8_24,24__32,9_32,18 |        1.3082 |   33.17/(  23 -  1) =   1.51 | F=-1.76(111)*10^-2
 |       c__24,8_24,24__32,13_32,26 |        1.3079 |   37.45/(  26 -  1) =   1.50 | F=-1.94(85)*10^-2
 |      c__24,10_24,24__32,12_32,16 |        1.3031 |   22.87/(  16 -  1) =   1.52 | F=-2.14(1525)*10^-3
 |      c__24,10_24,24__32,12_32,21 |        1.2987 |   28.85/(  20 -  1) =   1.52 | F=-7.83(1349)*10^-3
 |      c__24,10_24,24__32,10_32,16 |        1.2895 |   25.92/(  18 -  1) =   1.52 | F=-7.98(1482)*10^-3
 |        c__24,8_24,24__32,5_32,24 |        1.2863 |   45.88/(  32 -  1) =   1.48 | F=-9.83(821)*10^-3
 |       c__24,8_24,24__32,12_32,22 |          1.28 |   33.27/(  23 -  1) =   1.51 | F=-1.39(97)*10^-2
 |       c__24,8_24,24__32,14_32,26 |        1.2768 |   36.14/(  25 -  1) =   1.51 | F=-1.56(91)*10^-2
 |        c__24,8_24,24__32,3_32,16 |        1.2751 |   38.97/(  27 -  1) =   1.50 | F=-2.54(95)*10^-2
 |      c__24,12_24,24__32,16_32,31 |        1.2746 |   33.29/(  23 -  1) =   1.51 | F=2.11(131)*10^-2
 |       c__24,8_24,24__32,21_32,25 |         1.268 |   25.99/(  18 -  1) =   1.53 | F=-1.03(112)*10^-2
 |        c__24,8_24,24__32,4_32,17 |        1.2573 |   39.04/(  27 -  1) =   1.50 | F=-2.27(88)*10^-2
 |      c__24,10_24,24__32,25_32,32 |        1.2485 |   26.06/(  18 -  1) =   1.53 | F=4.56(1661)*10^-3
 |        c__24,8_24,24__32,8_32,17 |         1.237 |   33.42/(  23 -  1) =   1.52 | F=-1.59(106)*10^-2
 |      c__24,10_24,24__32,11_32,17 |        1.2334 |   26.11/(  18 -  1) =   1.54 | F=-9.65(1456)*10^-3
 |       c__24,8_24,24__32,25_32,31 |        1.2323 |   27.60/(  19 -  1) =   1.53 | F=-1.43(132)*10^-2
 |       c2__24,8_24,24__32,6_32,25 |        1.2301 |   40.54/(  32 -  5) =   1.50 | F=-2.65(772)*10^-3; dmf=1.41(131)*10^1; Ff=6.63(8757)*10^3; dmi=0.929(748); Fi=1.900(9296)
 |       c__24,13_24,24__32,0_32,18 |        1.2289 |   39.14/(  27 -  1) =   1.51 | F=-2.69(71)*10^-2
 |      c__24,13_24,24__32,12_32,31 |        1.2264 |   37.74/(  26 -  1) =   1.51 | F=2.11(133)*10^-2
 |      c2__24,10_24,24__32,4_32,29 |        1.2214 |   43.36/(  34 -  5) =   1.50 | F=-1.98(104)*10^-2; dmf=8.349(8768); Ff=2.35(2153)*10^1; dmi=0.459(748); Fi=2.24(995)*10^-2
 |        c__24,8_24,24__32,3_32,14 |         1.218 |   36.35/(  25 -  1) =   1.51 | F=-2.51(102)*10^-2
 |        c__24,8_24,24__32,7_32,15 |        1.2164 |   32.05/(  22 -  1) =   1.53 | F=-1.59(115)*10^-2
 |      c__24,13_24,24__32,21_32,31 |        1.2161 |   26.16/(  18 -  1) =   1.54 | F=3.88(172)*10^-2
 |      c__24,10_24,24__32,13_32,27 |        1.2154 |   36.36/(  25 -  1) =   1.51 | F=-2.70(113)*10^-2
 |        c__24,10_24,24__32,0_32,6 |        1.2149 |   26.17/(  18 -  1) =   1.54 | F=-6.03(1404)*10^-3
 |      c2__24,10_24,24__32,5_32,29 |        1.2138 |   42.00/(  33 -  5) =   1.50 | F=-1.85(85)*10^-2; dmf=3.30(4)*10^1; Ff=1.09(0)*10^12; dmi=6.004(140); Fi=1.06(0)*10^13
 |        c__24,10_24,24__32,0_32,4 |        1.2089 |   23.17/(  16 -  1) =   1.54 | F=-7.16(1411)*10^-3
 |        c__24,8_24,24__32,3_32,24 |         1.204 |   48.95/(  34 -  1) =   1.48 | F=-1.53(57)*10^-2
 |        c__24,8_24,24__32,9_32,21 |        1.2003 |   36.41/(  25 -  1) =   1.52 | F=-1.46(104)*10^-2
 |       c__24,12_24,23__32,1_32,22 |        1.1946 |   42.07/(  29 -  1) =   1.50 | F=-1.53(81)*10^-2
 |        c__24,8_24,24__32,3_32,20 |        1.1934 |   43.47/(  30 -  1) =   1.50 | F=-1.95(79)*10^-2
 |       c__24,12_24,23__32,2_32,22 |        1.1915 |   40.69/(  28 -  1) =   1.51 | F=-1.08(90)*10^-2
 |      c__24,12_24,23__32,22_32,32 |        1.1881 |   26.26/(  18 -  1) =   1.54 | F=3.80(179)*10^-2
 |      c__24,10_24,24__32,20_32,26 |        1.1878 |   26.26/(  18 -  1) =   1.54 | F=-1.34(136)*10^-2
